Orderdate,Continueddate,ITCcaseNo,DOCNo,ADCVD,ReviewSequenceGroupNo,ProductGroup,Product,Country,Column2,Column3,FedReg,Pubdate,Link,Column1,Column12,active
2010/11/17,2017/1/8,C-470,C-570-959,C,179,AG,Coated Paper Suitable for High-Quality Print Graphics Using Sheet-Fed Presses,China,,,82 FR 1692,  1/6/2017,https://www.govinfo.gov/content/pkg/FR-2017-01-06/pdf/2017-00029.pdf,,,1
2010/7/22,2015/12/21,C-473,C-570-963,C,172,CH,Potassium Phosphate Salts,China,,,80 FR 79305,10/21/2015,https://www.gpo.gov/fdsys/pkg/FR-2015-12-21/pdf/2015-32020.pdf,,,1
2011/3/3,2014/11/20,C-474,C-570-966,C,181,ISP,Drill Pipe and Drill Collars,China,,,79 FR 78037,12/29/2014,http://www.gpo.gov/fdsys/pkg/FR-2014-12-29/pdf/2014-30384.pdf,,,0
2011/5/26,2017/4/25,C-475,C-570-968,C,183,MM,Aluminum Extrusions,China,,,82 FR 19025, 4/25/2017,https://www.gpo.gov/fdsys/pkg/FR-2017-04-25/pdf/2017-08352.pdf,,,1
2011/12/8,2018/1/3,C-476,C-570-971,C,184,AG,Multilayered Wood Flooring,China,,,83 FR 344,  1/3/2018,https://www.gpo.gov/fdsys/pkg/FR-2018-01-03/pdf/2017-28202.pdf,,,1
2012/12/7,2019/3/20,C-481,C-570-980,C,189,ME,Crystalline Silicon Photovoltaic Cells,China,,,84 FR 10299, 3/20/2019,https://www.govinfo.gov/content/pkg/FR-2019-03-20/pdf/2019-05274.pdf,,,1
2013/2/15,2019/5/17,C-486,C-570-982,C,192,ISO,Utility Scale Wind Towers,China,,,84 FR 22442, 5/17/2019,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10270.pdf,,,1
2013/4/11,2018/8/28,C-489,C-570-984,C,194,ISO,Drawn Stainless Steel Sinks,China,,,83 FR 43847, 8/28/2018,https://www.gpo.gov/fdsys/pkg/FR-2018-08-28/pdf/2018-18612.pdf,,,1
2014/11/13,,C-501,C-570-991,C,201,CH,Chlorinated Isocyanurates,China,,,85 FR 27207,  5/7/2020,https://www.govinfo.gov/content/pkg/FR-2020-05-07/pdf/2020-09762.pdf,,,1
1999/8/6,2017/10/3,C-382,C-580-835,C,25,ISM,Stainless steel sheet & strip,Korea,,,82 FR 46036, 10/3/2017,https://www.gpo.gov/fdsys/pkg/FR-2017-10-03/pdf/2017-21210.pdf,,,1
2000/2/10,2018/3/12,C-391,C-580-837,C,40,ISM,Carbon steel plate,Korea,,,83 FR 10672, 3/12/2018,https://www.gpo.gov/fdsys/pkg/FR-2018-03-12/pdf/2018-04846.pdf,,,1
2000/8/14,2006/3/28,C-401,C-580-842,C,,ISO,Structural steel beams,Korea,,,,,,,,0
2003/8/11,2008/8/11,C-431,C-580-851,C,118,ELC,Dynamic random access memory semiconductors,Korea,,,,,,,,0
2013/2/15,2018/2/15,C-488,C-580-869,C,193,MSC,Large Residential Washers,Korea,,,84 FR 19763,  5/6/2019,https://www.govinfo.gov/content/pkg/FR-2019-05-06/pdf/2019-09213.pdf,,,0
2016/7/25,,C-534,C-580-879,C,215,ISM,Corrosion-Resistant Steel Products,China,,,81 FR 48387, 7/25/2016,https://www.gpo.gov/fdsys/pkg/FR-2016-07-25/pdf/2016-17563.pdf,,,1
2016/9/20,,C-543,C-580-882,C,218,ISM,Cold-Rolled Steel Flat Products,Korea,,,81 FR 64436, 9/20/2016,https://www.gpo.gov/fdsys/pkg/FR-2016-09-20/pdf/2016-22614.pdf,,,1
2016/10/3,,C-546,C-580-884,C,219,ISM,Hot-rolled carbon steel flat products,Korea,,,81 FR 67960, 10/3/2016,https://www.gpo.gov/fdsys/pkg/FR-2016-10-03/pdf/2016-23835.pdf,,,1
2017/5/25,,C-561,C-580-888,C,222,ISM,Carbon and Alloy Steel Cut-to-Length Plate ,Korea,,,82 FR 24103, 5/25/2017,https://www.gpo.gov/fdsys/pkg/FR-2017-05-25/pdf/2017-10756.pdf,,,1
2019/4/23,,C-595,C-580-898,C,249,ISP,Large Diameter Welded Pipe,Korea,,,84 FR 18773, 4/23/2019,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08951.pdf,,,1
2014/12/3,,C-508,C-583-852,C,202,ISM,Non-Oriented Electrical Steel,Taiwan,,,79 FR 71749, 12/3/2014,http://www.gpo.gov/fdsys/pkg/FR-2014-12-03/pdf/2014-28507.pdf,,,1
1999/5/11,2017/1/9,C-379,C-791-806,C,18,ISM,Stainless steel plate in coils,South Africa,,,82 FR 2322,  1/9/2017,https://www.gpo.gov/fdsys/pkg/FR-2017-01-09/pdf/2017-00140.pdf,,,1
2001/12/3,2007/11/20,C-407,C-791-810,C,93,ISM,Hot-rolled carbon steel flat products,South Africa,,,,,,,,0
